date, pm25, pm10, o3, no2, so2, co
2019/2/21, 77, 52, 7, 11, 1, 4
2019/2/22, 103, 59, 11, 11, 1, 3
2019/2/23, 85, 70, 4, 11, 1, 5
2019/2/24, 111, 97, 11, 10, 2, 5
2019/2/25, 140, 68, 11, 10, 1, 3
2019/2/26, 82, 39, 7, 10, 1, 3
2019/2/27, 61, 79, 9, 10, 2, 4
2019/2/28, 72, 76, 9, 10, 2, 4
2019/3/1, 64, 89, 2, 10, 2, 5
2019/3/2, 72, 47, 4, 11, 1, 4
2019/3/3, 47, 64, 7, 10, 1, 5
2019/3/4, 53, 65, 6, 11, 1, 4
2019/3/5, 75, 78, 7, 10, 1, 5
2019/3/6, 124, 96, 6, 7, , 4
2019/3/7, 123, 117, 3, 6, 1, 5
2019/3/8, 155, 100, 7, 9, 1, 11
2019/3/9, 140, 87, 9, 29, 1, 6
2019/3/10, 124, 82, 9, 32, 2, 6
2019/3/11, 119, 77, 7, 21, 2, 4
2019/3/12, 97, 135, 4, 26, 2, 6
2019/3/13, 156, 85, 4, 28, 2, 4
2019/3/14, 118, 82, 6, 27, 2, 5
2019/3/15, 119, 79, 7, 23, 2, 5
2019/3/16, 108, 85, 5, 30, 1, 5
2019/3/17, 121, 99, 7, 25, 2, 8
2019/3/18, 134, 99, 7, 27, 2, 8
2019/3/19, 142, 106, 8, 27, 2, 6
2019/3/20, 146, 95, 3, 31, 2, 7
2019/3/21, 127, 77, 8, 22, 2, 5
2019/3/22, 103, 86, 9, 16, 3, 5
2019/3/23, 113, 86, 4, 29, 2, 6
2019/3/24, 128, 97, 5, 27, 2, 7
2019/3/25, 146, 111, 8, 26, 3, 7
2019/3/26, 149, 104, 8, 27, 3, 8
2019/3/27, 148, 112, 10, 24, 3, 8
2019/3/28, 156, 121, 8, 28, 3, 11
2019/3/29, 159, 128, 9, 29, 3, 10
2019/3/30, 164, 100, 5, 49, 3, 10
2019/3/31, 138, 96, 9, 41, 3, 9
2018/11/30, 142, 85, 7, 10, 7, 8
2018/12/1, 145, 92, 3, 13, 16, 12
2018/12/2, 156, 103, 6, 13, 7, 11
2018/12/3, 165, 96, 5, 13, 7, 10
2018/12/4, 160, 105, , 12, 6, 13
2018/12/5, 168, 109, , 16, 58, 12
2018/12/6, 165, 105, 1, 14, 5, 14
2018/12/7, 164, 101, 5, 15, 4, 10
2018/12/8, 165, 109, 1, 16, 3, 16
2018/12/9, 169, 87, 5, 15, 3, 10
2018/12/10, 110, 73, 3, 14, 3, 7
2018/12/11, 81, , , , , 
2018/12/15, 69, 71, 1, 18, 2, 8
2018/12/16, 64, 86, 8, 15, 4, 7
2018/12/17, 112, 101, 10, 14, 4, 8
2018/12/18, 113, 109, 9, 13, 4, 9
2018/12/19, 162, 135, 6, 15, 4, 10
2018/12/20, 170, 110, 9, 14, 4, 6
2018/12/21, 160, 121, 5, 13, 3, 12
2018/12/22, 167, 123, 9, 15, 4, 12
2018/12/23, 169, 111, 6, 13, 4, 8
